 name ,category,description,price,expiryDate,quantity,supplier,color,size,country,type,sold,style,perc_alcholas,fermentation,aromas,taste,flavors,recommended,features,subcategory
Pleine lune tripple,Biéres Artisanales,Millésimes  2013 ,4.4,24-10-2018,12,Chez Alan ,Blonde,33cl,Francaise,Brasserie de la pleine lune ,0,Abbey Tripple,0.09,n.a,"puissant, sucré : de la levure, de fortes notes de banane, pêche, un fond fruits rouges","jolie texture, moins de tranchant aromatique qu’au nez, un côté plus houblonné, les levures sont plus présentes",n.a,n.a,Forte ,Bouteilles
Bigorre ,Biéres Artisanales,n.a,4.4,25-10-2018,12,Chez Alan ,Noire,33cl,Francaise,The Piggy brewing Company,0,IPA ,0.073,Fermentation Haute,"cacao, bitter coffee & leaves","cacao, bitter leaves, herbal bitterness, basic coffee bitter",n.a,n.a,Moyenne ,Bouteilles
Pig ,Biéres Artisanales,n.a,4.4,26-10-2018,12,Chez Alan ,Ambrée,33cl,Francaise,The Piggy brewing Company,0,IPA,0.063,Fermentation Haute,"hops, stale, citrus","old hop, oily, zest, stale, grain, bit empty, low iron","stale hop, old yeast",n.a,Moyenne ,Bouteilles
The chouchou brew,Biéres Artisanales,Pale Ale sans gluten. Houblons Citra et Sorachi Ace.,4.4,27-10-2018,12,Chez Alan ,Blonde,33cl,Francaise,The Piggy brewing Company,0,American Pale Ale ,0.053,Fermentation Haute,super agréable qui tabasse sur la mangue,"on note l’astringence du Sorachi en entrée de bouche, ça paraît sec",les fruits tropicaux,n.a,Moyenne ,Bouteilles
Boris goudenov Bourbon barrel,Biéres Artisanales,n.a,6.6,28-10-2018,12,Chez Alan ,Noire ,33cl,Francaise,Brasserie corrézienne,0,Imperial Stout,0.105,Fermentation Haute,"Chocolate, raisin, vieil alcool",l'expresso ,Avec un desert chocolate,n.a,Forte ,Bouteilles
White rabbit  ,Biéres Artisanales,Bière blanche nihiliste ,4,29-10-2018,12,Chez Alan ,Blanche,33cl,Francaise,Brasserie Sainte Crucienne,0,Witbier,0.05,Fermentation Haute,"Mangue, citron vert, ananas, physalis, résine, malts","Mangue, fruits de la passion, orange amère, citron",Légèreté et acidité qui équilibrent l'ensemble,"Tapas, poivrons grillés, chèvre frais, panna cottaà la mangue",Moyenne ,Bouteilles
Tempete du desert,Biéres Artisanales,n.a,4,30-10-2018,12,Chez Alan ,Blonde,33cl,Francaise,Brasserie Sainte Crucienne,0,Pale Ale,0.055,Fermentation Haute,"Zestes d'orange, pamplemousse, aiguilles de pin, malts, levure","Zestes d'orange, pamplemousse, malts, amande",Amertume résineuse et sèche,N.A ,Moyenne ,Bouteilles
Sex ale and rock n' roll,Biéres Artisanales,Cuvée spéciale hédoniste.,5,31-10-2018,12,Chez Alan ,Ambrée,33cl,Francaise,Brasserie Sainte Crucienne,0,Double IPA,0.05,Fermentation Haute,"Mûre, framboise, airelle, orange confite, pamplemousse, sucre roux, caramel bien cuit","Mûre, framboise, mangue, orange, pamplemousse, grenade, caramel roux","Légèrement sucrée, amertume puissante",N.a ,Moyenne ,Bouteilles
Antisociale,Biéres Artisanales,n.a,5,01-11-2018,12,Chez Alan ,Noire,33cl,Francaise,Brasserie Sainte Crucienne,0,Black IPA,0.072,Fermentation Haute,"Orange, mandarine, pamplemousse, cassis, mûre, fraise","Citron, citron vert, orange, pain grillé, grains grillés",Amertume sèche,N.A ,Forte ,Bouteilles
Nice to meet you,Biéres Artisanales,"Nice to Meet You est une bière créée pour ceux qui estiment qu’assez de houblon... c’est encore trop peu ! Du premier arôme à la dernière goutte, rien ne viendra atténuer la puissance des cinq variétés de houblons qui composent cette Double IPA. ",4.4,02-11-2018,12,Chez Alan ,Blonde,33cl,Francaise,Les brasseurs du grand paris,0,Imperial IPA,0.085,Fermentation Haute,"tropical fruits,  citrus and pine with a spicy note and alcohol warmth",n.a,n.a,n.a,Forte,Bouteilles
Porte Dorée,Biéres Artisanales,"La Porte Dorée doit sa robe rouge ambrée à un mélange de 5 malts. Des saveurs de pain et de caramel se marient à un mélange de houblons aux note épicées et citronnées pour composer cette bière complexe et équilibrée. Son nom est un hommage à San Francisco, et à ce pont que nous avons souvent emprunté. ",4,03-11-2018,12,Chez Alan ,robe rouge Ambrée,33cl,Francaise,Les brasseurs du grand paris,0,Ambrée,0.052,Fermentation Haute,n.a,de pain et de caramel se marient à un mélange de houblons aux notes épicées et citronnées pour composer cette bière complexe et équilibrée,n.a,n.a,Moyenne ,Bouteilles
Denise,Biéres Artisanales,n.a,4,04-11-2018,12,Chez Alan ,n.a,33cl,Francaise,Les brasseurs du grand paris,0,IPA,0.055,Fermentation Haute,,,,,Moyenne ,Bouteilles
Ipa Citra Galactica,Biéres Artisanales,"Nous avons conçu l’IPA Citra Galactique à partir d’une sélection de nos houblons favoris. Ils donnent à cette bière des notes explosives de citron et de fruits tropicaux dont l’amertume s’éteint sur une touche finale sèche. Les encouragements des amateurs et ceux des professionnels nous ont incités à sortir à nouveau de notre petit atelier de Levallois. Accueillis par l’équipe de la Brasserie Parisis, nous avons pu préparer cette recette pour la partager avec le plus grand nombre. ",4,05-11-2018,12,Chez Alan ,Ambrée,33cl,Francaise,Les brasseurs du grand paris,0,IPA,0.065,Fermentation Haute,n.a," Ils donnent à cette bière des notes explosives de citron et de fruits tropicaux, dont l'amertume s'éteint sur une touche finale sèche",n.a,n.a,Moyenne ,Bouteilles
Aux antipodes,Biéres Artisanales,n.a,4,06-11-2018,12,Chez Alan ,Golden light Ambrée,33cl,Francaise,Les brasseurs du grand paris,0,Session IPA,0.048,Fermentation Haute,"très puissant, très fruité avec le raisin en dominant",En bouche c’est étonnamment concentré pour une Session puisque l’on trouve une bonne rondeur pour le style,"les fruits exotiques, plutôt fruits de la passion",n.a,Légère,Bouteilles
Reve d’étoiles ,Biéres Artisanales,"Bière de couleur noire de type Black IPA Malts : Pale Ale, Munich 20, CaraAmbrée, Chocolat, Blé Hops : Nugget, Nelson Sauvin, Simcoe, Citra. Dry hopping : Nelson Sauvin, Simcoe, Citra ",5,07-11-2018,12,Chez Alan ,Noire,33cl,Francaise,Brasserie Bendorf,0,Black IPA,0.07,Fermentation Haute,"Crème, herbes, résine, pain grillé, notes d'agrumes, ananas rôti","Café au lait, chocolat liégeois, amertume torréfiée et citronnée, moka","Gambas au gingembre, joues de b?uf braisées, bleu d'Auvergne, Epeautre",N.A,Forte,Bouteilles
Parisis,Biéres Artisanales,"Incarnation Puissante de l’Amertume. Brassée en musique dans la plus pure tradition des moines shaolin citrappistes à partir de malts sauvages chassés dans les lointaines contrées de Pithiviers. Embouteillée sous la surveillance de William et de Nelson, savant mélange qui vous garantit l’invincible pouvoir ancestral de notre coach: Sim. Peut contenir des traces de houblon.",4,08-11-2018,12,Chez Alan ,Blonde,33cl,Francaise,Brasserie Parisis,0,IPA,0.062,Fermentation Haute,"passion, agrumes,mangue", L'utilisation de trois houblons aux propriétés aromatiques étonnantes (deux américains et un néo zélandais), Un final sec et une amertume franche en font une IPA exotique et agréable.,"N,a ",Moyenne ,Bouteilles
Hellfest ,Biéres Artisanales,"Une bière dans le Style India Pale ale, bière dorée de fermentation haute, houblonnée à cru avec du mozaic, un nez bien houblonné développant des arômes de fruits exotiques, de mangue, elle est sèche avec un corps puissant dominé par l’amertume avec une finale fruitée.",4,09-11-2018,12,Chez Alan ,robe cuivrée,33cl,Francaise,Brasserie Mélusine,0,IPA,0.066,Fermentation Haute,"houblon Mozaic, fruits exotiques, on sent aussi les malts, le côté céréales, le sucre fruit de la passion fruits exotiques, pêche blanche",amertume fruitée et fraicheur Accords ,N.a ,"Curry, plats indiens, thai, sauces épicées Gambas au gingembre, bœuf piment Fromages : Bleus puissants, Reblochon et Munster affinés Desserts : Triflle à la mangue, cheesecake fruits exotiques ",Moyenne ,Bouteilles
La clé des champs,Biéres Artisanales,n.a,4,10-11-2018,12,Chez Alan ,n.a,33cl,Francaise,Brasserie de Sulauze,0,Saison,0.035,Fermentation Haute,Bière en biodynamie,Saison très lègere,"ou l’on retrouve de subtiles notes florales et de citrus, sur une finale sèche, assez malté, et amère.",n.a,Légère,Bouteilles
Ta mère nature ,Biéres Artisanales,n.a,11,11-11-2018,12,Chez Alan ,n.a,33cl,Francaise,Brasserie de Sulauze,0,Lambic ,0.055,Fermentation Haute,gueuze,n.a,n.a,n.a,Moyenne ,Bouteilles
Pan pan cul cul,Biéres Artisanales,n.a,4,12-11-2018,12,Chez Alan ,n.a,33cl,Francaise,Brasserie de Sulauze,0,RYA IPA,0.07,Fermentation Haute, elle est riche en arôme de houblon mais reste simple à boire., Equilibré en bouche,sur des notes de résine et de fleur,n.a,Forte,Bouteilles
Alt sept 65      ,Biéres Artisanales,"Bière blonde très équilibrée, toute en puissance, au mariage parfait entre les malts ses houblons et son degrés d’alcool avec des notes d’orange amère et une amertume longue en bouche ",4,13-11-2018,12,Chez Alan ,Blonde,33cl,Francaise,La vallé du giffre,0,Imperial IPA,0.082,Fermentation Haute ,"Malts, houblon, fruits jaunes","Céréales, ananas, citron confit","Amertume très prononcée, tenace","Gambas grillées au citron vert, sauce aigre-douce",Forte,Bouteilles
La rioule Simcoe,Biéres Artisanales,"Une belle robe cuivrée pour cette India Pale Ale d’inspiration West-Coast résolument tournée vers le coté fruité des houblons de la vallée de Yakima. Un nez agrume avec des notes de fruit de la passion, une finale plutôt sèche et fruitée avec une bonne longueur en bouche ",4,14-11-2018,12,Chez Alan ,Blonde,33cl,Francaise,La vallé du giffre,0,IPA,0.058,Fermentation Haute ,"Houblons : Summit, Willamette",n.a,n.a,n.a,Moyenne ,Bouteilles
Dark ale  ,Biéres Artisanales,n.a,4,15-11-2018,12,Chez Alan ,Marron,33cl,Francaise,La vallé du giffre,0,Brown Ale ,0.051,Fermentation Haute ,roasted malts as fruity hops,"balanced fruity hoppy and roasty, with come sweet chocolate","n,a","n,a",Moyenne ,Bouteilles
Wakatu,Biéres Artisanales,n.a,4,16-11-2018,12,Chez Alan ,Blonde,33cl,Francaise,La vallé du giffre,0,Pale Lager ,0.048,Fermentation Basse,"Très fine, céréalière, bien lager en effet",n.a,n.a,n.a,Légère,Bouteilles
La petite fumée   ,Biéres Artisanales,n.a,4,17-11-2018,12,Chez Alan ,Marron ,33cl,Francaise,La vallé du giffre,0,Smoked,0.045,Fermentation Haute ,"smoke, smoked meat, ash","properly smokey, ash, bacon, really good in your face smoked affair",n.a,n.a,Légère,Bouteilles
Cognac barrel  ,Biéres Artisanales,"La Cognac Barrel est de type ambrée, travaillée avec du bois de barrique de cognac et des houblons français . Le nez est boisé et la robe havane. ",5.5,18-11-2018,12,Chez Alan ,Ambrée,33cl,Francaise,Brasserie La Débauche,0,Barley Wine ,0.095,Fermentation Haute,"Fruits confits, bois, raisins secs","Caramel, sucre, fruits","Amère, liquoreuse","Soupe de crevettes Thaï, Civet de faison aux marrons",Forte,Bouteilles
Nevermore  ,Biéres Artisanales,"Imperial Stout vieilli avec du bois de fût de Bourbon conférant des arômes de boisés et vanilliés. Ces malts torréfiés l’enrichissent d’un goût subtil de café et de fève de cacao. Son attaque crémeuse laisse place à une multitude d’arômes et une amertume plutôt modeste. Label design by L’Encrier Fêlé inspired by E.A. Poe, Novel ",5.5,19-11-2018,12,Chez Alan ,Noire,33cl,Francaise,Brasserie La Débauche,0,Imperial Stout,0.095,Fermentation Haute,"Chocolat, vanille, notes boisées","Chocolat, vanille, épices, piment","Crémeuse, amertume plutôt modeste","Foie gras poêlé aux pommes, vieux gouda, tarte aux myrtilles",Forte,Bouteilles
Big boy   ,Biéres Artisanales,Spiced with red chili’s ,7.2,20-11-2018,12,Chez Alan ,Noire,33cl,Francaise,Brasserie La Débauche,0,Russian Imperial Stout,0.12,Fermentation Haute,"Café puissant, notes de racines","Piment, épices","Puissante en alcool, finale très épicée et très relevée","Salade d'agrumes au miel, salmis de palombe, risotto de crevettes au citron vert",Forte,Bouteilles
Demi mondaine   ,Biéres Artisanales,Imperial stout made with coffee and chocolate beans. ,7.2,21-11-2018,12,Chez Alan ,Noire,33cl,Francaise,Brasserie La Débauche,0,Imperial Stout,0.11,Fermentation Haute,gourmands des grains de café et des fèves de cacao ajoutés pendant son brassage.,"Nez praliné moka avec un petit grain de café chocolaté sur le dessus, note herbeuse... Gout de café, grain de café, praliné sucré, un peu grillé et note d’herbes et reglisse avec un corps liquoreux, le tout intense et long en bouche",n.a,n.a,Forte,Bouteilles
Obscura,Biéres Artisanales,n.a,6.1,22-11-2018,12,Chez Alan ,Ambrée,33cl,Francaise,Brasserie La Débauche,0,Scotch Ale barrel Aged,0.08,Fermentation Haute,"Vineuse, acidulée, ronde",n.a,n.a,n.a,Forte,Bouteilles
Big boy cognac barrel,Biéres Artisanales,n.a,5.5,23-11-2018,12,Chez Alan ,Noire,33cl,Francaise,Brasserie La Débauche,0,Imperial Stout,0.05,Fermentation Haute,n.a," Avec une entrée de bouche sur les malts grillés et le piment doux, elle dévoile ensuite une belle complexité avant de finir sur des notes épicées toniques.",n.a,"A réserver aux amateurs de piquant et à déguster dans des verres assez larges, à une température conseillée de 10° à 12°",Moyenne ,Bouteilles
Agent provocateur,Biéres Artisanales,n.a,3.3,24-11-2018,12,Chez Alan ,Blonde,33cl,Francaise,Craig alan,0,Pale ale ,0.065,Fermentation Haute,floral and citrus aromatic American hops,n.a,n.a,n.a,Moyenne ,Bouteilles
Psychadelia ,Biéres Artisanales,n.a,3.3,25-11-2018,12,Chez Alan ,Blonde,33cl,Francaise,Craig alan,0,Pale ale ,0.05,Fermentation Haute,"brewed with light pale malt and a subliminal touch of biscuit malt allowing the distinctive passion fruit flavour and aroma of the aromatic hops to shine through and leaving a dry, bitter finish.",,,,Moyenne ,Bouteilles
Extra muros ,Biéres Artisanales,n.a,3.3,26-11-2018,12,Chez Alan ,Ambrée,33cl,Francaise,Hoppy Road,0,Saison,0.06,Fermentation Haute,"malt, sweet banana and peppery yeast","Malt and herb flavor with a bitter, grassy hop finish",n.a,n.a,Moyenne ,Bouteilles
Lindy Hop,Biéres Artisanales,n.a,4,27-11-2018,12,Chez Alan ,Blonde,33cl,Francaise,Hoppy Road,0, Witbier ,0.055,n.a,"qui allie des notes de houblon frais, lime, agrumes à une touche de céréales, de pamplemousse rose et d’épices, belle complexité","l’attaque houblonnée, puis agrumes, qui s’enchaîne par une bulle fraîche et digeste et une finale sur les agrumes, belle finale sur l’amertume",n.a,n.a,Moyenne ,Bouteilles
Lemon    ,Biéres Artisanales,n.a,4.4,28-11-2018,12,Chez Alan ,Blonde,33cl,Francaise,Iron,0,Imperial pale ale ,0.051,Fermentation Haute,Blond ,lime and lemongrass flavors,n.a,n.a,Moyenne ,Bouteilles
Amiral   ,Biéres Artisanales,n.a,4.4,29-11-2018,12,Chez Alan ,n.a,33cl,Francaise,Iron,0,n.a,0.066,n.a,n.a,n.a,n.a,n.a,Moyenne ,Bouteilles
Golgoth    ,Biéres Artisanales,n.a,4.4,30-11-2018,12,Chez Alan ,n.a,33cl,Francaise,Iron,0,n.a,0.089,n.a,n.a,n.a,n.a,n.a,Forte,Bouteilles
Milk stout toujours ,Biéres Artisanales,n.a,5,01-12-2018,12,Chez Alan ,Noire,33cl,Francaise,O’clock brewing,0,Stout,0.085,Fermentation Haute,"Café, chocolat","Café, café et café",N.a,,Forte ,Bouteilles
In a rush,Biéres Artisanales,n.a,5.55,02-12-2018,12,Chez Alan ,roux acajou,33cl,Francaise,O’clock brewing,0,Barley Wine ,0.1,n.a,Arômes de malt superbe,"1ère bouche veloutée, à la sublime entame malt/houblon/vin moelleux. Arrière-bouche riche, très complexe, aux nuances célestes. 2ème à l’ensemble divin malt/fruits mûrs/bois de fût",n.a,n.a,Forte,Bouteilles
After work,Biéres Artisanales,n.a,4,03-12-2018,12,Chez Alan ,Ambrée,33cl,Francaise,O’clock brewing,0,American Pale Ale ,0.05,Fermentation Haute,n.a,légè goût agrume visuellement ressemble à une ambrée,n.a,n.a,Forte,Bouteilles
Jet Lag,Biéres Artisanales,n.a,4,04-12-2018,12,Chez Alan ,Ambrée,33cl,Francaise,O’clock brewing,0,IPA,0.065,Fermentation Haute,"Arômes de mangue, prune, mirabelle, fruit de la passion, lichee","1ère bouche bien souple, au bel ensemble fruit/résine/houblon. Arrière-bouche équilibrée, fruitée, assez dense. 2ème à la belle texture, évoluant vers le velouté, et ensemble bien construit malt/fruit/résine. Arrière-bouche longue, complexe, avec du fruit confit. 3ème qui monte encore en puissance",n.a,n.a,Moyenne ,Bouteilles
Dark water ,Biéres Artisanales,"Stout de soif ! Cette bière, réédition du brassin fait avec l’agrivoise “gard à la bière II”, est une noire désaltérante. Fortement houblonnée et faible en alcool, c’est une Black IPA facile à boire en toutes circonstances. ",4,05-12-2018,12,Chez Alan ,Noire,33cl,Francaise,Ouroboros,0,Black IPA,0.039,Fermentation Haute,"pine, charcoal dust, cocoa.","smooth, bitter chocolate, cocoa, dry, pine, grapefruit pith",n.a,n.a,Moyenne ,Bouteilles
Hopus dei  ,Biéres Artisanales,n.a,4,06-12-2018,12,Chez Alan ,Ambrée,33cl,Francaise,Ouroboros,0,English Pale Ale ,0.095,Fermentation Haute,"(tropical fruits, lime), resin, herb","Moyenne dry bitter refreshing, sweet note",n.a,n.a,Forte,Bouteilles
Nos illustre rituel La Cuvée des Barbus ,Biéres Artisanales,"GUS Brasseur de la Brasserie Ouroboros : « Bière brassée originellement pour le Festival Hell Oween, à Saintes. Cet ""Illustre Rituel"" fut accompli avec la participation de David et du trio barbicole Jesus, Will et Baptistin, grands amateurs de bières, de metal, et de poils ! Vous tenez là une bière aux doux arômes torréfiés, possédant l’onctuosité d’un rêve et la noirceur d’un cauchemar, la clé d’un passage en douceur de la saison chaude à la saison froide, d’un monde à l’autre, transformé par cette liqueur alchimique née du cycle des saisons. » Ingrédients : Eau, Malts d’Orge (Pale, Munich, Carahell, Carared, Carafa), Flocons d’Avoine, Houblons (Cascade, Chinook), Vanille, Sucre, Levure. Possibles traces de barbes... ",4.4,07-12-2018,12,Chez Alan ,Noire,33cl,Francaise,Ouroboros,0,Stout,0.0999,Fermentation Haute,de café et de chocolat,Douceur générale qui se termine sur des notes de céréales et une légère amertume,n.a,n..a,Forte,Bouteilles
Fortegus   ,Biéres Artisanales,"Bière de fin du monde Cette bière, noire comme la nuit, fût brassée aux premier jour de la fin du monde. Bière d’excus pur malt, aux arômes puissants de grain, café, laurier, relevée d’une pointe de houblons et d’épices. ",4.4,08-12-2018,12,Chez Alan ,Noire,33cl,Francaise,Ouroboros,0,Spice/herb/vegetable ,0.1,Fermentation Haute,"arômes puissants de grain, café, laurier, relevée d’une pointe de houblons et d’épices",Sweet overall,"spicies and herbs, then comes berries, toasted malt, toffee, light coffe notes",n.a,Forte,Bouteilles
Goat me a stout,Biéres Artisanales,n.a,4.4,09-12-2018,12,Chez Alan ,Noire ,33cl,Francaise,La petite maiz,0,Stout,0.066,Fermentation Haute,"Le nez est l'umami, la réglisse à base de plantes, le bois peint et les baies de réglisse","Corps sirissé de réglisse avec de fortes qualités d'umami, touche mince, cendres faibles, baies de réglisse douce au fond qui l'améliore un peu.",n.a,n.a,Moyenne ,Bouteilles
"Don’t worry , be ipa",Biéres Artisanales,n.a,4.4,10-12-2018,12,Chez Alan ,Ambrée,33cl,Francaise,La petite maiz,0,IPA,0.061,Fermentation Haute,"C’est frais, quelques notes d’agrumes, les arômes de pins et résine sont bien présent, elle a du caractère","au niveau du gout on retrouve les meme saveurs qu’à l’odeur, le palais est léger mais c’est une ipa légère elle aussi, le palais laisse place à une belle petite amertume. ",n.a,n.a,Moyenne ,Bouteilles
Tzarine ,Biéres Artisanales,n.a,5.5,11-12-2018,12,Chez Alan ,Ambrée,33cl,Francaise,La brasserie du Mont Salève,0,Imperial Stout,0.09,Fermentation Haute,"Bon malt au chocolat avec beaucoup de réglisse, vanille légère, chaleur de l'alcool, très agréable","Bon sucré fruité au malt au chocolat avec de bonnes notes de café, vanille, chaleur de l'alcool, réglisse légère et canon bourbon,",n.a,n.a,Forte,Bouteilles
Export ,Biéres Artisanales,n.a,5,12-12-2018,12,Chez Alan ,Noire ,33cl,Francaise,La brasserie du Mont Salève,0,stout,0.075,Fermentation Haute,"Cendres, terreux, viande, levure, chocolat noir","dark roasted malts, leather, yeast, coffee, meaty, ash, slight smoke",n.a,n.a,Moyenne ,Bouteilles
Tourbée   ,Biéres Artisanales,n.a,5,13-12-2018,12,Chez Alan ,Ambrée,33cl,Francaise,La brasserie du Mont Salève,0,Smoked Ale,0.055,Fermentation Haute,"Fumée, bois brûlé, charbon de bois, tourbe, petites notes salées, notes légèrement grillées.","Fumée, tourbe, bois brûlé, charbon de bois, cendres, notes légèrement grillées. Finition sèche amère et moyennement fumée",n.a,n.a,Moyenne ,Bouteilles
Cocoa salty porter,Biéres Artisanales,n.a,4.4,14-12-2018,12,Chez Alan ,Noire ,33cl,Francaise,La brasserie du Mont Salève,0,Porter,0.045,Fermentation Haute,"pas tres intense, chocolat amere, reglisse", noires chocolatées,"chocolatée, rôtie et salée",n.a,Moyenne ,Bouteilles
Blonde    ,Biéres Artisanales,n.a,4,15-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,La brasserie du Mont Salève,0,Ale,0.058,Fermentation Haute,Aller très vite avec citra houblon,"Malty et Good Hop, amer",n.a,n.a,Moyenne ,Bouteilles
Mademoiselle aramis,Biéres Artisanales,n.a,10.45,16-12-2018,12,Chez Alan ,Ambrée,33cl,Francaise,La brasserie du Mont Salève,0,French Pale Ale ,0.06,Fermentation Haute,"Ananas, pamplemousse, pêche, caramel léger, prune jaune","Des pamplemousses, de l'amertume forte puis des fruits exotiques, de l'ananas, de la pêche. Une autre vague d'amertume qui apporte une finition fruitée sèche et amère",n.a,n.a,Moyenne ,Bouteilles
Amiral benson hallertau blanc,Biéres Artisanales,n.a,10.45,17-12-2018,12,Chez Alan ,n.a,33cl,Francaise,La brasserie du Mont Salève,0,ipa,0.06,Fermentation Haute,"Très fruité, des melons, de la pêche, du morceau de banane.","Début amère, banane, fruité, citron, houblon, melons. Après-goût: amer, herbeux, peu malté, un peu de caramel, agrumes, herbeux",n.a,n.a,Moyenne ,Bouteilles
Stout ou rien,Biéres Artisanales,"Stout ou rien est une bière noire brassée avec quatre malts différents. Cette mouture lui confère des notes de cacao, de café et de pain grillé. Son amertume relativement puissante complète ce bouquet chaleureux. Ingrédients : eau, malts d’orge et de blé, sucre, houblons, levure. ",4,18-12-2018,12,Chez Alan ,Noire,33cl,Francaise,Brasserie du grand zig,0,Irsh Stout,0.06,Fermentation Haute,"des notes de cacao, de café et de pain grillé",Son amertume relativement puissante complète ce bouquet chaleureux.  ,n.a,n.a,Moyenne ,Bouteilles
